Table Names,Category,City,Country,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Sales
Orders_East.xlsx/Orders_East,Office Supplies,Cleveland,United States,AS-10240,Alan Shonely,0.7,21-06-2018 00:00:00,CA-2018-101049,44105,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,-34.38,6,East,1630,Consumer,25-06-2018 00:00:00,Second Class,Ohio,Binders,17
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,SF-20200,Sarah Foster,0.7,26-09-2016 00:00:00,CA-2016-120341,19143,OFF-BI-10004224,Catalog Binders with Expanding Posts,-100.92,6,East,1649,Consumer,29-09-2016 00:00:00,Second Class,Pennsylvania,Binders,36
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,QJ-19255,Quincy Jones,0.7,30-04-2018 00:00:00,CA-2018-144526,19143,OFF-BI-10002353,GBC VeloBind Cover Sets,-9.264,3,East,1663,Corporate,06-05-2018 00:00:00,Standard Class,Pennsylvania,Binders,138
Orders_East.xlsx/Orders_East,Technology,Philadelphia,United States,SB-20290,Sean Braxton,0.7,07-09-2015 00:00:00,CA-2015-122882,19134,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,-559.356,4,East,1682,Corporate,13-09-2015 00:00:00,Standard Class,Pennsylvania,Machines,464
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,DK-12835,Damala Kotsonis,0.7,24-04-2018 00:00:00,CA-2018-149489,19143,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,-0.99,2,East,1686,Corporate,27-04-2018 00:00:00,First Class,Pennsylvania,Binders,120
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,DK-12835,Damala Kotsonis,0.7,24-04-2018 00:00:00,CA-2018-149489,19143,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,-5.7638,2,East,1687,Corporate,27-04-2018 00:00:00,First Class,Pennsylvania,Binders,238
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,IM-15070,Irene Maddox,0.7,22-11-2016 00:00:00,CA-2016-100545,19120,OFF-BI-10003638,GBC Durable Plastic Covers,-9.288,2,East,1706,Consumer,26-11-2016 00:00:00,Standard Class,Pennsylvania,Binders,357
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,JA-15970,Joseph Airdo,0.7,22-09-2018 00:00:00,CA-2018-158379,19134,OFF-BI-10002498,Clear Mylar Reinforcing Strips,-4.2987,1,East,1803,Consumer,26-09-2018 00:00:00,Second Class,Pennsylvania,Binders,45
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,CB-12415,Christy Brittain,0.7,24-02-2018 00:00:00,CA-2018-111374,19134,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",-3.7996,4,East,1992,Consumer,28-02-2018 00:00:00,Standard Class,Pennsylvania,Binders,35
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,CK-12595,Clytie Kelty,0.7,11-07-2016 00:00:00,CA-2016-142237,19134,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,-2.0016,3,East,2050,Consumer,13-07-2016 00:00:00,First Class,Pennsylvania,Binders,90
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,CK-12595,Clytie Kelty,0.7,11-07-2016 00:00:00,CA-2016-142237,19134,OFF-BI-10003669,3M Organizer Strips,-4.752,4,East,2051,Consumer,13-07-2016 00:00:00,First Class,Pennsylvania,Binders,480
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,CC-12610,Corey Catlett,0.7,21-07-2017 00:00:00,CA-2017-146521,19134,OFF-BI-10000301,GBC Instant Report Kit,-1.294,1,East,2071,Corporate,23-07-2017 00:00:00,Second Class,Pennsylvania,Binders,1071
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,WB-21850,William Brown,0.7,30-11-2016 00:00:00,CA-2016-122210,19134,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,-122.3928,3,East,2134,Consumer,04-12-2016 00:00:00,Standard Class,Pennsylvania,Binders,177
Orders_East.xlsx/Orders_East,Office Supplies,York,United States,TS-21160,Theresa Swint,0.7,25-06-2017 00:00:00,US-2017-152051,17403,OFF-BI-10004781,GBC Wire Binding Strips,-27.9312,4,East,2147,Corporate,29-06-2017 00:00:00,Standard Class,Pennsylvania,Binders,38.08
Orders_East.xlsx/Orders_East,Office Supplies,Columbus,United States,RF-19840,Roy Französisch,0.7,16-04-2018 00:00:00,CA-2018-136497,43229,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,-10.054,5,East,2363,Consumer,20-04-2018 00:00:00,Standard Class,Ohio,Binders,13.71
Orders_East.xlsx/Orders_East,Office Supplies,Columbus,United States,MS-17770,Maxwell Schwartz,0.7,19-08-2015 00:00:00,US-2015-164616,43229,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,-58.8616,4,East,2377,Consumer,21-08-2015 00:00:00,Second Class,Ohio,Binders,76.77
Orders_East.xlsx/Orders_East,Office Supplies,Fairfield,United States,SV-20935,Susan Vittorini,0.7,25-12-2018 00:00:00,US-2018-147669,45014,OFF-BI-10000632,Satellite Sectional Post Binders,-10.4184,1,East,2425,Consumer,30-12-2018 00:00:00,Standard Class,Ohio,Binders,13.02
Orders_East.xlsx/Orders_East,Technology,Springfield,United States,SB-20290,Sean Braxton,0.7,13-11-2018 00:00:00,US-2018-165344,45503,TEC-MA-10002210,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,-935.9595,7,East,2629,Corporate,15-11-2018 00:00:00,First Class,Ohio,Machines,652.99
Orders_East.xlsx/Orders_East,Office Supplies,Springfield,United States,SB-20290,Sean Braxton,0.7,13-11-2018 00:00:00,US-2018-165344,45503,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,-7.48,10,East,2630,Corporate,15-11-2018 00:00:00,First Class,Ohio,Binders,11.22
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,CM-12160,Charles McCrossin,0.7,04-12-2018 00:00:00,CA-2018-156412,19134,OFF-BI-10004364,Storex Dura Pro Binders,-4.455,3,East,2691,Consumer,08-12-2018 00:00:00,Standard Class,Pennsylvania,Binders,5.34
Orders_East.xlsx/Orders_East,Office Supplies,Toledo,United States,SK-19990,Sally Knutson,0.7,22-12-2018 00:00:00,CA-2018-119193,43615,OFF-BI-10000848,Angle-D Ring Binders,-1.3128,1,East,2728,Consumer,24-12-2018 00:00:00,First Class,Ohio,Binders,1.64
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,PL-18925,Paul Lucas,0.7,22-06-2018 00:00:00,CA-2018-165757,19140,OFF-BI-10003166,GBC Plasticlear Binding Covers,-7.5768,3,East,2764,Home Office,28-06-2018 00:00:00,Standard Class,Pennsylvania,Binders,10.33
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,PL-18925,Paul Lucas,0.7,22-06-2018 00:00:00,CA-2018-165757,19140,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,-23.8855,5,East,2765,Home Office,28-06-2018 00:00:00,Standard Class,Pennsylvania,Binders,31.15
Orders_East.xlsx/Orders_East,Office Supplies,Springfield,United States,SH-20395,Shahid Hopkins,0.7,04-05-2018 00:00:00,CA-2018-168900,45503,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,-1.9275,1,East,2958,Consumer,09-05-2018 00:00:00,Standard Class,Ohio,Binders,2.31
Orders_East.xlsx/Orders_East,Technology,Philadelphia,United States,NW-18400,Natalie Webber,0.7,21-06-2015 00:00:00,CA-2015-138317,19120,TEC-MA-10004521,Epson Perfection V600 Photo Scanner,-172.4925,3,East,3000,Consumer,25-06-2015 00:00:00,Standard Class,Pennsylvania,Machines,206.99
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,NW-18400,Natalie Webber,0.7,21-06-2015 00:00:00,CA-2015-138317,19120,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",-7.2048,2,East,3002,Consumer,25-06-2015 00:00:00,Standard Class,Pennsylvania,Binders,9
Orders_East.xlsx/Orders_East,Office Supplies,Columbus,United States,JP-16135,Julie Prescott,0.7,08-12-2017 00:00:00,CA-2017-124562,43229,OFF-BI-10001267,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",-9.5018,7,East,3104,Home Office,12-12-2017 00:00:00,Standard Class,Ohio,Binders,12.95
Orders_East.xlsx/Orders_East,Technology,Newark,United States,NF-18385,Natalie Fritzler,0.7,15-12-2016 00:00:00,CA-2016-147830,43055,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,-2639.9912,2,East,3152,Consumer,18-12-2016 00:00:00,First Class,Ohio,Machines,1799.99
Orders_East.xlsx/Orders_East,Office Supplies,Fairfield,United States,AF-10885,Art Foster,0.7,12-09-2015 00:00:00,CA-2015-103702,45014,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",-46.8776,7,East,3285,Consumer,17-09-2015 00:00:00,Standard Class,Ohio,Binders,63.92
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,CS-11950,Carlos Soltero,0.7,18-11-2015 00:00:00,US-2015-159926,19140,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,-40.7976,1,East,3300,Consumer,22-11-2015 00:00:00,Standard Class,Pennsylvania,Binders,50.99
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,CS-11950,Carlos Soltero,0.7,18-11-2015 00:00:00,US-2015-159926,19140,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,-1.4256,3,East,3304,Consumer,22-11-2015 00:00:00,Standard Class,Pennsylvania,Binders,1.94
Orders_East.xlsx/Orders_East,Office Supplies,Columbus,United States,LB-16795,Laurel Beltran,0.7,23-04-2015 00:00:00,US-2015-150119,43229,OFF-BI-10000145,Zipper Ring Binder Pockets,-5.2416,8,East,3408,Home Office,27-04-2015 00:00:00,Standard Class,Ohio,Binders,7.48
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,AS-10090,Adam Shillingsburg,0.7,16-09-2018 00:00:00,CA-2018-136448,19143,OFF-BI-10002393,Binder Posts,-2.7552,2,East,3459,Consumer,18-09-2018 00:00:00,First Class,Pennsylvania,Binders,3.44
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,AS-10090,Adam Shillingsburg,0.7,16-09-2018 00:00:00,CA-2018-136448,19143,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,-412.6154,2,East,3460,Consumer,18-09-2018 00:00:00,First Class,Pennsylvania,Binders,538.19
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,FH-14275,Frank Hawley,0.7,23-11-2018 00:00:00,CA-2018-107832,19120,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,-5.9808,1,East,3554,Corporate,26-11-2018 00:00:00,Second Class,Pennsylvania,Binders,7.47
Orders_East.xlsx/Orders_East,Office Supplies,Akron,United States,MD-17350,Maribeth Dona,0.7,04-09-2018 00:00:00,CA-2018-109757,44312,OFF-BI-10004001,GBC Recycled VeloBinder Covers,-20.448,5,East,3562,Consumer,09-09-2018 00:00:00,Second Class,Ohio,Binders,25.55
Orders_East.xlsx/Orders_East,Office Supplies,Akron,United States,MD-17350,Maribeth Dona,0.7,04-09-2018 00:00:00,CA-2018-109757,44312,OFF-BI-10001634,Wilson Jones Active Use Binders,-3.0576,2,East,3563,Consumer,09-09-2018 00:00:00,Second Class,Ohio,Binders,4.36
Orders_East.xlsx/Orders_East,Office Supplies,Toledo,United States,NZ-18565,Nick Zandusky,0.7,11-09-2017 00:00:00,CA-2017-164154,43615,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,-17.9424,3,East,3594,Home Office,17-09-2017 00:00:00,Standard Class,Ohio,Binders,22.42
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,JC-15340,Jasper Cacioppo,0.7,05-09-2017 00:00:00,CA-2017-154536,19120,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",-7.3255,5,East,3617,Consumer,09-09-2017 00:00:00,Standard Class,Pennsylvania,Binders,9.55
Orders_East.xlsx/Orders_East,Office Supplies,Springfield,United States,PP-18955,Paul Prost,0.7,10-11-2017 00:00:00,CA-2017-145177,45503,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,-46.592,7,East,3642,Home Office,14-11-2017 00:00:00,Standard Class,Ohio,Binders,69.88
Orders_East.xlsx/Orders_East,Office Supplies,Troy,United States,EH-14125,Eugene Hildebrand,0.7,08-04-2017 00:00:00,CA-2017-104969,45373,OFF-BI-10004224,Catalog Binders with Expanding Posts,-100.92,6,East,3674,Home Office,14-04-2017 00:00:00,Standard Class,Ohio,Binders,121.1
Orders_East.xlsx/Orders_East,Office Supplies,Columbus,United States,TC-21535,Tracy Collins,0.7,26-12-2018 00:00:00,CA-2018-112487,43229,OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,-2.61,2,East,3786,Home Office,30-12-2018 00:00:00,Standard Class,Ohio,Binders,3.13
Orders_East.xlsx/Orders_East,Office Supplies,Altoona,United States,BT-11395,Bill Tyler,0.7,27-02-2016 00:00:00,CA-2016-111325,16602,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",-3.3879,3,East,3792,Corporate,28-02-2016 00:00:00,First Class,Pennsylvania,Binders,4.41
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,VT-21700,Valerie Takahito,0.7,05-04-2016 00:00:00,CA-2016-167010,19143,OFF-BI-10002072,Cardinal Slant-D Ring Binders,-6.952,4,East,3906,Home Office,10-04-2016 00:00:00,Standard Class,Pennsylvania,Binders,10.42
Orders_East.xlsx/Orders_East,Office Supplies,Lorain,United States,JM-15655,Jim Mitchum,0.7,12-12-2017 00:00:00,US-2017-108777,44052,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,-14.3313,3,East,4035,Corporate,12-12-2017 00:00:00,Same Day,Ohio,Binders,18.69
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,SW-20245,Scot Wooten,0.7,05-12-2016 00:00:00,CA-2016-101091,19140,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",-19.9824,6,East,4158,Consumer,09-12-2016 00:00:00,Second Class,Pennsylvania,Binders,26.06
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,CJ-12010,Caroline Jumper,0.7,03-12-2017 00:00:00,US-2017-161683,19134,OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",-14.5536,4,East,4199,Consumer,08-12-2017 00:00:00,Standard Class,Pennsylvania,Binders,18.19
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,DM-13015,Darrin Martin,0.7,03-11-2018 00:00:00,CA-2018-110429,19143,OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",-7.782,3,East,4264,Consumer,08-11-2018 00:00:00,Standard Class,Pennsylvania,Binders,11.67
Orders_East.xlsx/Orders_East,Office Supplies,Akron,United States,KB-16315,Karl Braun,0.7,14-02-2016 00:00:00,US-2016-147662,44312,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,-11.9616,2,East,4322,Consumer,19-02-2016 00:00:00,Standard Class,Ohio,Binders,14.95
Orders_East.xlsx/Orders_East,Office Supplies,Akron,United States,KB-16315,Karl Braun,0.7,14-02-2016 00:00:00,US-2016-147662,44312,OFF-BI-10002160,Acco Hanging Data Binders,-1.6764,2,East,4324,Consumer,19-02-2016 00:00:00,Standard Class,Ohio,Binders,2.28
Orders_East.xlsx/Orders_East,Office Supplies,Springfield,United States,SW-20245,Scot Wooten,0.7,20-07-2015 00:00:00,CA-2015-142965,45503,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,-21.888,3,East,4396,Consumer,20-07-2015 00:00:00,Same Day,Ohio,Binders,27.35
Orders_East.xlsx/Orders_East,Office Supplies,Columbus,United States,EC-14050,Erin Creighton,0.7,17-12-2015 00:00:00,CA-2015-139633,43229,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,-4.0216,4,East,4420,Consumer,24-12-2015 00:00:00,Standard Class,Ohio,Binders,5.48
Orders_East.xlsx/Orders_East,Office Supplies,Philadelphia,United States,GW-14605,Giulietta Weimer,0.7,02-12-2018 00:00:00,CA-2018-155075,19140,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,-462.8624,4,East,4498,Consumer,09-12-2018 00:00:00,Standard Class,Pennsylvania,Binders,631.17
