Row ID-1,Order ID-1,Order Date-1,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Region,Product ID-1,Category,Sub-Category-1,Product Name-1,Sales,Quantity,Discount,Profit,State,Row ID,Order Date,Order ID,Product ID,Sub-Category,Manufacturer,Product Name,Return Reason,Notes
4350,CA-2018-169894,24-11-2018 00:00:00,29-11-2018 00:00:00,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Mesa,85204,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.872,8,0.2,-41.5872,Arizona,4350,24-11-2017,CA-2018-169894,OFF-ST-10000060,Storage,Fellowes,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,General,customer never received this item. Bought a different set at Target. - R. Chen
4350,CA-2018-169894,24-11-2018 00:00:00,29-11-2018 00:00:00,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Mesa,85204,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.872,8,0.2,-41.5872,Arizona,4350,24-11-2017,CA-2018-169894,OFF-ST-10000060,Storage,Fellowes,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,General,customer never received this item. Bought a different set at Target. - R. Chen
3297,US-2016-110569,23-05-2016 00:00:00,30-05-2016 00:00:00,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,85023,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,19.194,7,0.7,-12.796,Arizona,3297,23-05-2015,US-2016-110569,OFF-BI-10001036,Binders,Cardinal,Cardinal EasyOpen D-Ring Binders,Defective,one ring wouldn't open - M Gomez
3297,US-2016-110569,23-05-2016 00:00:00,30-05-2016 00:00:00,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,85023,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,19.194,7,0.7,-12.796,Arizona,3297,23-05-2015,US-2016-110569,OFF-BI-10001036,Binders,Cardinal,Cardinal EasyOpen D-Ring Binders,Defective,one ring wouldn't open - M Gomez
6019,CA-2015-102652,06-04-2015 00:00:00,12-04-2015 00:00:00,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,90049,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48,1,0,26.6304,California,6019,06-04-2014,CA-2015-102652,OFF-PA-10001977,Paper,Xerox,Xerox 194,Incorrect Product Ordered,Customer didn't know item was in the cart. - S Kelly
6019,CA-2015-102652,06-04-2015 00:00:00,12-04-2015 00:00:00,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,90049,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48,1,0,26.6304,California,6019,06-04-2014,CA-2015-102652,OFF-PA-10001977,Paper,Xerox,Xerox 194,Incorrect Product Ordered,Customer didn't know item was in the cart. - S Kelly
6019,CA-2015-102652,06-04-2015 00:00:00,12-04-2015 00:00:00,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,90049,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48,1,0,26.6304,California,6019,06-04-2014,CA-2015-102652,OFF-PA-10001977,Paper,Xerox,Xerox 194,Incorrect Product Ordered,Customer didn't know item was in the cart. - S Kelly
6019,CA-2015-102652,06-04-2015 00:00:00,12-04-2015 00:00:00,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,90049,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48,1,0,26.6304,California,6019,06-04-2014,CA-2015-102652,OFF-PA-10001977,Paper,Xerox,Xerox 194,Incorrect Product Ordered,Customer didn't know item was in the cart. - S Kelly
5780,CA-2015-105270,11-11-2015 00:00:00,18-11-2015 00:00:00,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,90008,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,112.648,1,0.2,11.2648,California,5780,11-11-2014,CA-2015-105270,FUR-CH-10000988,Chairs,Hon,Hon Olson Stacker Stools,Incorrect Product Ordered,Customer didn't realize item was in cart - L Jenkins
5780,CA-2015-105270,11-11-2015 00:00:00,18-11-2015 00:00:00,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,90008,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,112.648,1,0.2,11.2648,California,5780,11-11-2014,CA-2015-105270,FUR-CH-10000988,Chairs,Hon,Hon Olson Stacker Stools,Incorrect Product Ordered,Customer didn't realize item was in cart - L Jenkins
8367,CA-2015-109918,07-09-2015 00:00:00,12-09-2015 00:00:00,Second Class,LR-17035,Lisa Ryan,Corporate,United States,Santa Clara,95051,West,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,4,0,7.3872,California,8367,07-09-2014,CA-2015-109918,OFF-SU-10004290,Supplies,Acme,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",No Longer Needed,custmer ordered too many - S Kelly
8367,CA-2015-109918,07-09-2015 00:00:00,12-09-2015 00:00:00,Second Class,LR-17035,Lisa Ryan,Corporate,United States,Santa Clara,95051,West,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,4,0,7.3872,California,8367,07-09-2014,CA-2015-109918,OFF-SU-10004290,Supplies,Acme,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",No Longer Needed,custmer ordered too many - S Kelly
8367,CA-2015-109918,07-09-2015 00:00:00,12-09-2015 00:00:00,Second Class,LR-17035,Lisa Ryan,Corporate,United States,Santa Clara,95051,West,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,4,0,7.3872,California,8367,07-09-2014,CA-2015-109918,OFF-SU-10004290,Supplies,Acme,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",No Longer Needed,custmer ordered too many - S Kelly
4040,CA-2015-110786,29-12-2015 00:00:00,02-01-2016 00:00:00,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,94110,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,6,0.2,287.982,California,4040,29-12-2014,CA-2015-110786,TEC-MA-10003183,Machines,Other,DYMO CardScan Personal V9 Business Card Scanner,Incorrect Product Ordered,cust didn't realize item was in cart - L Jenkins
4040,CA-2015-110786,29-12-2015 00:00:00,02-01-2016 00:00:00,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,94110,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,6,0.2,287.982,California,4040,29-12-2014,CA-2015-110786,TEC-MA-10003183,Machines,Other,DYMO CardScan Personal V9 Business Card Scanner,Incorrect Product Ordered,cust didn't realize item was in cart - L Jenkins
4040,CA-2015-110786,29-12-2015 00:00:00,02-01-2016 00:00:00,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,94110,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,6,0.2,287.982,California,4040,29-12-2014,CA-2015-110786,TEC-MA-10003183,Machines,Other,DYMO CardScan Personal V9 Business Card Scanner,Incorrect Product Ordered,cust didn't realize item was in cart - L Jenkins
4040,CA-2015-110786,29-12-2015 00:00:00,02-01-2016 00:00:00,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,94110,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,6,0.2,287.982,California,4040,29-12-2014,CA-2015-110786,TEC-MA-10003183,Machines,Other,DYMO CardScan Personal V9 Business Card Scanner,Incorrect Product Ordered,cust didn't realize item was in cart - L Jenkins
4040,CA-2015-110786,29-12-2015 00:00:00,02-01-2016 00:00:00,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,94110,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,6,0.2,287.982,California,4040,29-12-2014,CA-2015-110786,TEC-MA-10003183,Machines,Other,DYMO CardScan Personal V9 Business Card Scanner,Incorrect Product Ordered,cust didn't realize item was in cart - L Jenkins
4040,CA-2015-110786,29-12-2015 00:00:00,02-01-2016 00:00:00,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,94110,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,6,0.2,287.982,California,4040,29-12-2014,CA-2015-110786,TEC-MA-10003183,Machines,Other,DYMO CardScan Personal V9 Business Card Scanner,Incorrect Product Ordered,cust didn't realize item was in cart - L Jenkins
4040,CA-2015-110786,29-12-2015 00:00:00,02-01-2016 00:00:00,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,94110,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,6,0.2,287.982,California,4040,29-12-2014,CA-2015-110786,TEC-MA-10003183,Machines,Other,DYMO CardScan Personal V9 Business Card Scanner,Incorrect Product Ordered,cust didn't realize item was in cart - L Jenkins
7197,CA-2015-116785,26-04-2015 00:00:00,30-04-2015 00:00:00,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,90036,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4,5,0,6.206,California,7197,26-04-2014,CA-2015-116785,OFF-AR-10003504,Art,Newell,Newell 347,Incorrect Product Ordered,Customer didn't realize wishlist item was in the cart. - S Kelly
7197,CA-2015-116785,26-04-2015 00:00:00,30-04-2015 00:00:00,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,90036,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4,5,0,6.206,California,7197,26-04-2014,CA-2015-116785,OFF-AR-10003504,Art,Newell,Newell 347,Incorrect Product Ordered,Customer didn't realize wishlist item was in the cart. - S Kelly
1652,CA-2015-135699,29-08-2015 00:00:00,29-08-2015 00:00:00,Same Day,HH-15010,Hilary Holden,Corporate,United States,San Francisco,94110,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,13.36,2,0,6.4128,California,1652,29-08-2014,CA-2015-135699,OFF-PA-10003001,Paper,Xerox,Xerox 1986,Incorrect Product Ordered,"customer didn't realize that the item was in the cart, rather than wishlist. - s kelly"
1652,CA-2015-135699,29-08-2015 00:00:00,29-08-2015 00:00:00,Same Day,HH-15010,Hilary Holden,Corporate,United States,San Francisco,94110,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,13.36,2,0,6.4128,California,1652,29-08-2014,CA-2015-135699,OFF-PA-10003001,Paper,Xerox,Xerox 1986,Incorrect Product Ordered,"customer didn't realize that the item was in the cart, rather than wishlist. - s kelly"
5970,CA-2015-141726,20-07-2015 00:00:00,22-07-2015 00:00:00,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,92105,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704,2,0.2,3.1552,California,5970,20-07-2014,CA-2015-141726,OFF-BI-10001982,Binders,Wilson Jones,Wilson Jones Custom Binder Spines & Labels,Incorrect Product Ordered,custmer didn't know item was in cart - R. Duchesne
5971,CA-2015-141726,20-07-2015 00:00:00,22-07-2015 00:00:00,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,92105,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,19.92,4,0,9.7608,California,5971,20-07-2014,CA-2015-141726,OFF-PA-10002230,Paper,Xerox,Xerox 1897,Incorrect Product Ordered,customer didn't know item was in cart - R. Duchesne
5970,CA-2015-141726,20-07-2015 00:00:00,22-07-2015 00:00:00,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,92105,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704,2,0.2,3.1552,California,5970,20-07-2014,CA-2015-141726,OFF-BI-10001982,Binders,Wilson Jones,Wilson Jones Custom Binder Spines & Labels,Incorrect Product Ordered,custmer didn't know item was in cart - R. Duchesne
5971,CA-2015-141726,20-07-2015 00:00:00,22-07-2015 00:00:00,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,92105,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,19.92,4,0,9.7608,California,5971,20-07-2014,CA-2015-141726,OFF-PA-10002230,Paper,Xerox,Xerox 1897,Incorrect Product Ordered,customer didn't know item was in cart - R. Duchesne
5970,CA-2015-141726,20-07-2015 00:00:00,22-07-2015 00:00:00,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,92105,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704,2,0.2,3.1552,California,5970,20-07-2014,CA-2015-141726,OFF-BI-10001982,Binders,Wilson Jones,Wilson Jones Custom Binder Spines & Labels,Incorrect Product Ordered,custmer didn't know item was in cart - R. Duchesne
5971,CA-2015-141726,20-07-2015 00:00:00,22-07-2015 00:00:00,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,92105,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,19.92,4,0,9.7608,California,5971,20-07-2014,CA-2015-141726,OFF-PA-10002230,Paper,Xerox,Xerox 1897,Incorrect Product Ordered,customer didn't know item was in cart - R. Duchesne
5970,CA-2015-141726,20-07-2015 00:00:00,22-07-2015 00:00:00,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,92105,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704,2,0.2,3.1552,California,5970,20-07-2014,CA-2015-141726,OFF-BI-10001982,Binders,Wilson Jones,Wilson Jones Custom Binder Spines & Labels,Incorrect Product Ordered,custmer didn't know item was in cart - R. Duchesne
5971,CA-2015-141726,20-07-2015 00:00:00,22-07-2015 00:00:00,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,92105,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,19.92,4,0,9.7608,California,5971,20-07-2014,CA-2015-141726,OFF-PA-10002230,Paper,Xerox,Xerox 1897,Incorrect Product Ordered,customer didn't know item was in cart - R. Duchesne
19,CA-2015-143336,27-08-2015 00:00:00,01-09-2015 00:00:00,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,0,2.4824,California,19,27-08-2014,CA-2015-143336,OFF-AR-10003056,Art,Newell,Newell 341,Incorrect Product Ordered,Customer tried to remove item before ordering - EWilliams
19,CA-2015-143336,27-08-2015 00:00:00,01-09-2015 00:00:00,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,0,2.4824,California,19,27-08-2014,CA-2015-143336,OFF-AR-10003056,Art,Newell,Newell 341,Incorrect Product Ordered,Customer tried to remove item before ordering - EWilliams
19,CA-2015-143336,27-08-2015 00:00:00,01-09-2015 00:00:00,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,0,2.4824,California,19,27-08-2014,CA-2015-143336,OFF-AR-10003056,Art,Newell,Newell 341,Incorrect Product Ordered,Customer tried to remove item before ordering - EWilliams
5738,CA-2015-148614,20-01-2015 00:00:00,25-01-2015 00:00:00,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,90049,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0,5.79,California,5738,20-01-2014,CA-2015-148614,FUR-FU-10003194,Furnishings,Eldon,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Defective,pencil holder was cracked on delivery - L. Jenkins
5738,CA-2015-148614,20-01-2015 00:00:00,25-01-2015 00:00:00,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,90049,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0,5.79,California,5738,20-01-2014,CA-2015-148614,FUR-FU-10003194,Furnishings,Eldon,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Defective,pencil holder was cracked on delivery - L. Jenkins
1611,CA-2015-156349,26-05-2015 00:00:00,30-05-2015 00:00:00,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,90008,West,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,2,0.15,27.3568,California,1611,26-05-2014,CA-2015-156349,FUR-BO-10000362,Bookcases,Sauder,Sauder Inglewood Library Bookcases,Incorrect Product Ordered,customer didn't know item was in cart - C Arnold
1611,CA-2015-156349,26-05-2015 00:00:00,30-05-2015 00:00:00,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,90008,West,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,2,0.15,27.3568,California,1611,26-05-2014,CA-2015-156349,FUR-BO-10000362,Bookcases,Sauder,Sauder Inglewood Library Bookcases,Incorrect Product Ordered,customer didn't know item was in cart - C Arnold
1611,CA-2015-156349,26-05-2015 00:00:00,30-05-2015 00:00:00,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,90008,West,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,2,0.15,27.3568,California,1611,26-05-2014,CA-2015-156349,FUR-BO-10000362,Bookcases,Sauder,Sauder Inglewood Library Bookcases,Incorrect Product Ordered,customer didn't know item was in cart - C Arnold
4168,CA-2015-157924,11-10-2015 00:00:00,13-10-2015 00:00:00,First Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,91104,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0,8.2992,California,4168,11-10-2014,CA-2015-157924,OFF-ST-10002352,Storage,Iris,Iris Project Case,Incorrect Product Ordered,Customer didn't realize item was still in cart. - M Gomez
4168,CA-2015-157924,11-10-2015 00:00:00,13-10-2015 00:00:00,First Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,91104,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0,8.2992,California,4168,11-10-2014,CA-2015-157924,OFF-ST-10002352,Storage,Iris,Iris Project Case,Incorrect Product Ordered,Customer didn't realize item was still in cart. - M Gomez
1984,CA-2015-164721,25-11-2015 00:00:00,27-11-2015 00:00:00,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,94513,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6,0,93.0552,California,1984,25-11-2014,CA-2015-164721,OFF-AP-10000240,Appliances,Belkin,Belkin F9G930V10-GRY 9 Outlet Surge,Incorrect Product Ordered,customer thought item was out of cart. - F Azad
1984,CA-2015-164721,25-11-2015 00:00:00,27-11-2015 00:00:00,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,94513,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6,0,93.0552,California,1984,25-11-2014,CA-2015-164721,OFF-AP-10000240,Appliances,Belkin,Belkin F9G930V10-GRY 9 Outlet Surge,Incorrect Product Ordered,customer thought item was out of cart. - F Azad
1984,CA-2015-164721,25-11-2015 00:00:00,27-11-2015 00:00:00,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,94513,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6,0,93.0552,California,1984,25-11-2014,CA-2015-164721,OFF-AP-10000240,Appliances,Belkin,Belkin F9G930V10-GRY 9 Outlet Surge,Incorrect Product Ordered,customer thought item was out of cart. - F Azad
800,CA-2016-101910,27-11-2016 00:00:00,03-12-2016 00:00:00,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Lake Elsinore,92530,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,5,0.2,17.745,California,800,27-11-2015,CA-2016-101910,FUR-CH-10002647,Chairs,Other,"Situations Contoured Folding Chairs, 4/Set",Defective,only three chairs were delivered in package - M Gomez
6088,CA-2016-114048,14-12-2016 00:00:00,18-12-2016 00:00:00,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Costa Mesa,92627,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.22,3,0,12.8568,California,6088,14-12-2015,CA-2016-114048,FUR-FU-10004351,Furnishings,Staple-based wall hangings,Staple-based wall hangings,General,customer didn't want this anymore - F. Azad
2252,CA-2016-116092,15-02-2016 00:00:00,18-02-2016 00:00:00,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0,9.3312,California,2252,15-02-2015,CA-2016-116092,OFF-PA-10000477,Paper,Xerox,Xerox 22,Incorrect Product Ordered,Customer didn't realize item was in cart - M Gomez
2252,CA-2016-116092,15-02-2016 00:00:00,18-02-2016 00:00:00,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0,9.3312,California,2252,15-02-2015,CA-2016-116092,OFF-PA-10000477,Paper,Xerox,Xerox 22,Incorrect Product Ordered,Customer didn't realize item was in cart - M Gomez
2252,CA-2016-116092,15-02-2016 00:00:00,18-02-2016 00:00:00,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0,9.3312,California,2252,15-02-2015,CA-2016-116092,OFF-PA-10000477,Paper,Xerox,Xerox 22,Incorrect Product Ordered,Customer didn't realize item was in cart - M Gomez
2252,CA-2016-116092,15-02-2016 00:00:00,18-02-2016 00:00:00,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0,9.3312,California,2252,15-02-2015,CA-2016-116092,OFF-PA-10000477,Paper,Xerox,Xerox 22,Incorrect Product Ordered,Customer didn't realize item was in cart - M Gomez
2252,CA-2016-116092,15-02-2016 00:00:00,18-02-2016 00:00:00,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0,9.3312,California,2252,15-02-2015,CA-2016-116092,OFF-PA-10000477,Paper,Xerox,Xerox 22,Incorrect Product Ordered,Customer didn't realize item was in cart - M Gomez
