Sales,Quantity,Profit,Discount,Region,State,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Product ID,Category,Sub-Category,Product Name
291.96,5,54.7425,0.2,South,North Carolina,432,US-2017-123750,4/15/2017 0:00,4/21/2017 0:00,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,28052,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
4.768,2,-0.7748,0.2,South,North Carolina,433,US-2017-123750,4/15/2017 0:00,4/21/2017 0:00,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,28052,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma
189.882,3,-94.941,0.4,South,Tennessee,495,US-2017-120929,3/18/2017 0:00,3/21/2017 0:00,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Memphis,38109,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table
979.95,5,274.386,0,South,Alabama,534,CA-2017-168753,5/29/2017 0:00,6/1/2017 0:00,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,36116,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B
22.75,5,11.375,0,South,Alabama,535,CA-2017-168753,5/29/2017 0:00,6/1/2017 0:00,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,36116,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders
10.74,3,5.2626,0,South,Kentucky,665,CA-2017-143308,11/4/2017 0:00,11/4/2017 0:00,Same Day,RC-19825,Roy Collins,Consumer,United States,Louisville,40214,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes"
45.584,7,5.1282,0.2,South,Florida,725,CA-2017-114713,7/7/2017 0:00,7/12/2017 0:00,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Hialeah,33012,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors
383.438,4,-167.3184,0.45,South,Florida,756,CA-2017-140928,9/18/2017 0:00,9/22/2017 0:00,Standard Class,NB-18655,Nona Balk,Corporate,United States,Jacksonville,32216,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables
641.96,2,179.7488,0,South,Virginia,770,CA-2017-157245,5/19/2017 0:00,5/24/2017 0:00,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,22204,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs
1363.96,5,85.2475,0.2,South,North Carolina,793,CA-2017-105256,5/20/2017 0:00,5/20/2017 0:00,Same Day,JK-15730,Joe Kamberova,Consumer,United States,Asheville,28806,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone
12.96,2,6.2208,0,South,Louisiana,804,CA-2017-115504,3/12/2017 0:00,3/17/2017 0:00,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Monroe,71203,OFF-PA-10003953,Office Supplies,Paper,Xerox 218
35.216,2,2.6412,0.2,South,Florida,834,CA-2017-165316,7/23/2017 0:00,7/27/2017 0:00,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,33614,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener
23.696,2,6.5164,0.2,South,Florida,835,CA-2017-165316,7/23/2017 0:00,7/27/2017 0:00,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,33614,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room"
265.475,1,-111.4995,0.5,South,Florida,836,CA-2017-165316,7/23/2017 0:00,7/27/2017 0:00,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,33614,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer
185.88,6,50.1876,0,South,Mississippi,853,CA-2017-113747,5/28/2017 0:00,6/4/2017 0:00,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Jackson,39212,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670"
191.472,6,40.6878,0.2,South,Florida,863,CA-2017-134474,1/5/2017 0:00,1/7/2017 0:00,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,32216,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse
5.248,2,0.5904,0.2,South,Florida,864,CA-2017-134474,1/5/2017 0:00,1/7/2017 0:00,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,32216,OFF-AR-10003958,Office Supplies,Art,Newell 337
59.184,2,5.1786,0.2,South,Florida,865,CA-2017-134474,1/5/2017 0:00,1/7/2017 0:00,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,32216,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural"
3.282,2,-2.6256,0.7,South,North Carolina,979,CA-2017-145499,5/30/2017 0:00,5/31/2017 0:00,First Class,RW-19690,Robert Waldorf,Consumer,United States,Wilmington,28403,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders
1363.96,5,85.2475,0.2,South,Florida,1047,CA-2017-169103,3/8/2017 0:00,3/13/2017 0:00,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,33142,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone
102.36,3,-3.8385,0.2,South,Florida,1048,CA-2017-169103,3/8/2017 0:00,3/13/2017 0:00,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,33142,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting"
343.92,4,75.6624,0,South,Virginia,1130,CA-2017-112102,4/12/2017 0:00,4/16/2017 0:00,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,22153,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table
40.99,1,20.0851,0,South,Virginia,1131,CA-2017-112102,4/12/2017 0:00,4/16/2017 0:00,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,22153,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945
63.9,5,28.755,0,South,Virginia,1132,CA-2017-112102,4/12/2017 0:00,4/16/2017 0:00,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,22153,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes
85.224,3,7.4571,0.2,South,Florida,1136,US-2017-148803,12/11/2017 0:00,12/11/2017 0:00,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,33030,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote
47.952,3,13.7862,0.2,South,Florida,1235,CA-2017-144344,10/28/2017 0:00,10/28/2017 0:00,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,33437,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock
37.425,5,-29.94,0.7,South,Florida,1236,CA-2017-144344,10/28/2017 0:00,10/28/2017 0:00,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,33437,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders
63.968,2,0,0.2,South,Florida,1237,CA-2017-144344,10/28/2017 0:00,10/28/2017 0:00,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,33437,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets
165.048,3,41.262,0.2,South,Florida,1238,CA-2017-144344,10/28/2017 0:00,10/28/2017 0:00,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,33437,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock"
27.882,3,-20.4468,0.7,South,North Carolina,1258,US-2017-168620,12/24/2017 0:00,12/28/2017 0:00,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,28205,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers
540.048,3,-47.2542,0.2,South,North Carolina,1259,US-2017-168620,12/24/2017 0:00,12/28/2017 0:00,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,28205,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers
255.68,8,76.704,0.2,South,North Carolina,1260,US-2017-168620,12/24/2017 0:00,12/28/2017 0:00,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,28205,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse
17.616,4,-14.0928,0.7,South,North Carolina,1262,US-2017-144393,10/28/2017 0:00,11/4/2017 0:00,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Greenville,27834,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3"""
572.76,6,166.1004,0,South,Virginia,1301,CA-2017-137043,12/23/2017 0:00,12/25/2017 0:00,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,22153,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black"
286.38,3,83.0502,0,South,Virginia,1302,CA-2017-137043,12/23/2017 0:00,12/25/2017 0:00,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,22153,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black"
31.4,2,7.85,0,South,Virginia,1352,CA-2017-162901,3/28/2017 0:00,3/31/2017 0:00,First Class,AS-10045,Aaron Smayling,Corporate,United States,Arlington,22204,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File
79.14,3,36.4044,0,South,Kentucky,1358,CA-2017-145247,5/5/2017 0:00,5/7/2017 0:00,First Class,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,40214,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909
80.98,1,1.6196,0,South,Georgia,1383,US-2017-108504,2/5/2017 0:00,2/5/2017 0:00,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,30080,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit"
348.84,9,170.9316,0,South,Georgia,1384,US-2017-108504,2/5/2017 0:00,2/5/2017 0:00,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,30080,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal
9.45,5,0.189,0,South,Georgia,1385,US-2017-108504,2/5/2017 0:00,2/5/2017 0:00,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,30080,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere
18.84,3,7.1592,0,South,Georgia,1386,US-2017-108504,2/5/2017 0:00,2/5/2017 0:00,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,30080,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black"
239.98,2,52.7956,0,South,Georgia,1387,US-2017-108504,2/5/2017 0:00,2/5/2017 0:00,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,30080,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish"
167.96,2,78.9412,0,South,Georgia,1388,US-2017-108504,2/5/2017 0:00,2/5/2017 0:00,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,30080,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers
104.85,3,28.3095,0,South,Georgia,1389,US-2017-108504,2/5/2017 0:00,2/5/2017 0:00,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,30080,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C
484.83,3,126.0558,0,South,Georgia,1390,US-2017-108504,2/5/2017 0:00,2/5/2017 0:00,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,30080,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone
122.97,3,60.2553,0,South,Georgia,1391,US-2017-108504,2/5/2017 0:00,2/5/2017 0:00,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,30080,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
154.44,3,1.5444,0,South,Georgia,1392,US-2017-108504,2/5/2017 0:00,2/5/2017 0:00,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,30080,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black"
342.37,7,160.9139,0,South,Georgia,1393,US-2017-108504,2/5/2017 0:00,2/5/2017 0:00,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,30080,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943
21.8,2,6.104,0,South,Virginia,1401,CA-2017-159212,11/1/2017 0:00,11/5/2017 0:00,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,24153,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite"
251.79,3,118.3413,0,South,Virginia,1402,CA-2017-159212,11/1/2017 0:00,11/5/2017 0:00,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,24153,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes
70.98,7,34.7802,0,South,Alabama,1452,CA-2017-133711,11/26/2017 0:00,11/29/2017 0:00,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,36608,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper
91.68,3,45.84,0,South,Alabama,1453,CA-2017-133711,11/26/2017 0:00,11/29/2017 0:00,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,36608,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders
33.75,5,16.875,0,South,Alabama,1454,CA-2017-133711,11/26/2017 0:00,11/29/2017 0:00,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,36608,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders
3040,8,1459.2,0,South,Alabama,1455,CA-2017-133711,11/26/2017 0:00,11/29/2017 0:00,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,36608,TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer
52.136,7,5.8653,0.2,South,North Carolina,1478,CA-2017-121958,11/13/2017 0:00,11/17/2017 0:00,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Thomasville,27360,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles
396,4,190.08,0,South,Georgia,1508,CA-2017-134208,9/17/2017 0:00,9/23/2017 0:00,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Columbus,31907,TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer
4.98,1,2.4402,0,South,Alabama,1578,CA-2017-154403,5/23/2017 0:00,5/27/2017 0:00,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Florence,35630,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949
10.96,4,2.9592,0,South,Virginia,1590,CA-2017-109911,5/12/2017 0:00,5/16/2017 0:00,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Virginia Beach,23464,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener
6.672,3,1.668,0.2,South,Tennessee,1603,US-2017-132857,12/11/2017 0:00,12/17/2017 0:00,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Smyrna,37167,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set
100,4,21,0,South,Virginia,1729,CA-2017-106894,2/7/2017 0:00,2/7/2017 0:00,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,22153,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse
7.83,3,3.6018,0,South,Virginia,1730,CA-2017-106894,2/7/2017 0:00,2/7/2017 0:00,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,22153,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
11.232,8,-8.2368,0.7,South,North Carolina,1747,CA-2017-155670,8/13/2017 0:00,8/17/2017 0:00,Second Class,EM-14065,Erin Mull,Consumer,United States,Jacksonville,28540,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders
10.272,3,3.21,0.2,South,North Carolina,1748,CA-2017-155670,8/13/2017 0:00,8/17/2017 0:00,Second Class,EM-14065,Erin Mull,Consumer,United States,Jacksonville,28540,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper
35.06,2,10.518,0,South,Virginia,1764,CA-2017-110254,8/4/2017 0:00,8/8/2017 0:00,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,23434,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors"
4.13,1,1.8998,0,South,Virginia,1765,CA-2017-110254,8/4/2017 0:00,8/8/2017 0:00,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,23434,OFF-LA-10004484,Office Supplies,Labels,Avery 476
109.8,9,46.116,0,South,Virginia,1766,CA-2017-110254,8/4/2017 0:00,8/8/2017 0:00,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,23434,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
9.82,2,4.8118,0,South,Virginia,1767,CA-2017-110254,8/4/2017 0:00,8/8/2017 0:00,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,23434,OFF-LA-10002034,Office Supplies,Labels,Avery 478
1127.976,3,126.8973,0.2,South,North Carolina,1828,CA-2017-109344,2/8/2017 0:00,2/11/2017 0:00,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,27604,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini
140.81,1,39.4268,0,South,Kentucky,1842,CA-2017-157763,7/18/2017 0:00,7/23/2017 0:00,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Bowling Green,42104,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools
191.88,6,19.188,0,South,South Carolina,1901,CA-2017-140543,6/29/2017 0:00,7/3/2017 0:00,Second Class,Co-12640,Corey-Lock,Consumer,United States,Florence,29501,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
2.952,2,-2.1648,0.7,South,Florida,1907,US-2017-150567,5/17/2017 0:00,5/21/2017 0:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,32712,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets
27.018,6,-21.6144,0.7,South,Florida,1908,US-2017-150567,5/17/2017 0:00,5/21/2017 0:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,32712,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"
350.98,1,84.2352,0,South,Alabama,2014,CA-2017-145905,9/18/2017 0:00,9/23/2017 0:00,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,36830,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
13.08,2,6.0168,0,South,Alabama,2015,CA-2017-145905,9/18/2017 0:00,9/23/2017 0:00,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,36830,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes
900.08,4,117.0104,0,South,Alabama,2016,CA-2017-145905,9/18/2017 0:00,9/23/2017 0:00,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,36830,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers
511.84,8,240.5648,0,South,Mississippi,2096,US-2017-146570,5/15/2017 0:00,5/20/2017 0:00,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,39212,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine
91.96,4,25.7488,0,South,Mississippi,2097,US-2017-146570,5/15/2017 0:00,5/20/2017 0:00,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,39212,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener
8.34,3,2.1684,0,South,Mississippi,2098,US-2017-146570,5/15/2017 0:00,5/20/2017 0:00,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,39212,OFF-AR-10003856,Office Supplies,Art,Newell 344
29,2,7.25,0,South,Alabama,2187,CA-2017-101378,7/14/2017 0:00,7/14/2017 0:00,Same Day,RH-19600,Rob Haberlin,Consumer,United States,Huntsville,35810,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard
4.704,2,0.4116,0.2,South,Tennessee,2197,CA-2017-136483,12/1/2017 0:00,12/6/2017 0:00,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Knoxville,37918,OFF-AR-10000940,Office Supplies,Art,Newell 343
67.56,3,8.445,0.2,South,Tennessee,2206,CA-2017-164350,9/10/2017 0:00,9/12/2017 0:00,Second Class,CG-12040,Catherine Glotzbach,Home Office,United States,Bristol,37620,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray"
499.98,2,114.9954,0,South,Georgia,2264,CA-2017-131065,11/14/2017 0:00,11/16/2017 0:00,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,30318,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard
5.28,1,2.376,0,South,Georgia,2265,CA-2017-131065,11/14/2017 0:00,11/16/2017 0:00,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,30318,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
8.26,2,3.8822,0,South,Georgia,2266,CA-2017-131065,11/14/2017 0:00,11/16/2017 0:00,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,30318,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1"""
14.352,3,5.2026,0.2,South,Tennessee,2286,CA-2017-112676,5/5/2017 0:00,5/8/2017 0:00,First Class,PJ-18835,Patrick Jones,Corporate,United States,Murfreesboro,37130,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965
316,4,31.6,0,South,Georgia,2303,CA-2017-106558,1/17/2017 0:00,1/21/2017 0:00,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Columbus,31907,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad
41.86,7,10.465,0,South,Georgia,2341,CA-2017-137736,11/10/2017 0:00,11/15/2017 0:00,Standard Class,DC-13285,Debra Catini,Consumer,United States,Warner Robins,31088,OFF-AR-10004999,Office Supplies,Art,Newell 315
127.88,2,40.9216,0,South,Virginia,2364,US-2017-108637,3/13/2017 0:00,3/18/2017 0:00,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,22980,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock"
160.32,2,44.8896,0,South,Virginia,2365,US-2017-108637,3/13/2017 0:00,3/18/2017 0:00,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,22980,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue"
46,4,20.7,0,South,Virginia,2366,US-2017-108637,3/13/2017 0:00,3/18/2017 0:00,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,22980,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements
14.272,8,4.2816,0.2,South,North Carolina,2471,US-2017-135923,1/22/2017 0:00,1/28/2017 0:00,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,28314,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories
451.136,4,-67.6704,0.2,South,North Carolina,2472,US-2017-135923,1/22/2017 0:00,1/28/2017 0:00,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,28314,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish"
