Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Product ID,Category,Sub-Category,Product,Sales,Quantity,Profit,Order Year,Order Month,Order Day,Ship Year,Ship Month,Ship Day,Discounts
46,CA-2017-118255,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,8.2062,2017,3,11,2017,3,13,None
47,CA-2015-146703,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,8.4784,2015,10,20,2015,10,25,None
50,CA-2016-115742,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,17.9634,2016,4,18,2016,4,22,None
51,CA-2016-115742,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,35.3346,2016,4,18,2016,4,22,None
52,CA-2016-115742,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,2.9568,2016,4,18,2016,4,22,None
53,CA-2016-115742,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,17.0981,2016,4,18,2016,4,22,None
67,US-2016-164175,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,-15.2225,2016,4,30,2016,5,5,0.3
72,CA-2018-114440,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,8.763,2018,9,14,2018,9,17,None
76,US-2018-118038,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3,-1.9344,2018,12,9,2018,12,11,0.8
77,US-2018-118038,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,-5.8248,2018,12,9,2018,12,11,0.6
78,US-2018-118038,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,2.724,2018,12,9,2018,12,11,0.2
79,US-2015-147606,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,-14.475,2015,11,26,2015,12,1,0.6
85,US-2018-119662,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,-48.9549,2018,11,13,2018,11,16,0.2
87,CA-2018-155558,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,6.7966,2018,10,26,2018,11,2,None
88,CA-2018-155558,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2,2.9568,2018,10,26,2018,11,2,None
89,CA-2017-159695,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,13.8572,2017,4,5,2017,4,10,0.2
93,CA-2016-149587,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,6.2208,2016,1,31,2016,2,5,None
94,CA-2016-149587,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,16.5354,2016,1,31,2016,2,5,None
95,CA-2016-149587,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,16.1504,2016,1,31,2016,2,5,None
99,CA-2017-149223,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,22.5852,2017,9,6,2017,9,11,None
100,CA-2017-158568,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,22.6184,2017,8,29,2017,9,2,0.2
101,CA-2017-158568,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,-10.7973,2017,8,29,2017,9,2,0.2
102,CA-2017-158568,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,-3.0396,2017,8,29,2017,9,2,0.8
103,CA-2017-129903,Second Class,GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,11.7208,2017,12,1,2017,12,4,None
110,CA-2016-129476,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,5,67.992,2016,10,15,2016,10,20,0.2
112,CA-2017-128867,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,22.788,2017,11,3,2017,11,10,None
113,CA-2017-128867,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,13.3476,2017,11,3,2017,11,10,None
125,US-2015-152030,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,-8.5794,2015,12,26,2015,12,28,0.3
126,US-2015-134614,Standard Class,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,-407.682,2015,9,20,2015,9,25,0.5
145,CA-2018-155376,Standard Class,SG-20080,Sandra Glassco,Consumer,United States,Independence,Missouri,64055,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,218.2518,2018,12,22,2018,12,27,None
148,CA-2017-114489,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,103.8015,2017,12,5,2017,12,9,None
149,CA-2017-114489,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,5.9988,2017,12,5,2017,12,9,None
150,CA-2017-114489,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,585.552,2017,12,5,2017,12,9,None
151,CA-2017-114489,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,5,80.6285,2017,12,5,2017,12,9,None
159,CA-2017-114104,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,2,6.8714,2017,11,20,2017,11,24,None
160,CA-2017-114104,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,944.93,7,236.2325,2017,11,20,2017,11,24,None
165,CA-2015-139892,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,9.936,3,2.7324,2015,9,8,2015,9,12,0.2
166,CA-2015-139892,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.952,8,-1359.992,2015,9,8,2015,9,12,0.4
167,CA-2015-139892,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,3,-58.6347,2015,9,8,2015,9,12,0.2
168,CA-2015-139892,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,-24.858,2015,9,8,2015,9,12,0.3
169,CA-2015-139892,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.064,6,6.8136,2015,9,8,2015,9,12,0.2
170,CA-2015-139892,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5,-453.849,2015,9,8,2015,9,12,0.8
171,CA-2015-139892,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,8.9985,2015,9,8,2015,9,12,0.2
175,US-2015-100853,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2,-131.12,2015,9,14,2015,9,19,0.8
176,US-2015-100853,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,OFF-LA-10003148,Office Supplies,Labels,Avery 51,20.16,4,6.552,2015,9,14,2015,9,19,0.2
177,US-2018-152366,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Houston,Texas,77036,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4,-243.16,2018,4,21,2018,4,25,0.8
181,CA-2015-166191,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,2,1.8612,2015,12,5,2015,12,9,0.2
182,CA-2015-166191,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,76.6395,2015,12,5,2015,12,9,0.2
188,CA-2017-157000,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224,3,3.7224,2017,7,16,2017,7,22,0.2
189,CA-2017-157000,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,3,6.255,2017,7,16,2017,7,22,0.2
204,US-2018-116701,Second Class,LC-17140,Logan Currie,Consumer,United States,Dallas,Texas,75220,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,66.284,2,-178.9668,2018,12,17,2018,12,21,0.8
207,CA-2018-135860,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,4,5.8744,2018,12,1,2018,12,7,None
208,CA-2018-135860,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2,35.6346,2018,12,1,2018,12,7,None
209,CA-2018-135860,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,7.4824,2018,12,1,2018,12,7,None
210,CA-2018-135860,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29,9,16.2099,2018,12,1,2018,12,7,None
211,CA-2018-135860,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1,3.6796,2018,12,1,2018,12,7,None
212,CA-2016-101007,Second Class,MS-17980,Michael Stewart,Corporate,United States,Dallas,Texas,75220,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20.8,2,6.5,2016,2,9,2016,2,13,0.2
226,CA-2016-163055,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0.968,2016,8,9,2016,8,16,None
227,CA-2016-163055,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,136.939,2016,8,9,2016,8,16,None
228,CA-2016-163055,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,1,0.2198,2016,8,9,2016,8,16,None
238,CA-2017-157749,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,25.92,5,9.396,2017,6,4,2017,6,9,0.2
239,CA-2017-157749,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,-356.728,2017,6,4,2017,6,9,0.6
240,CA-2017-157749,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,11.688,3,-4.6752,2017,6,4,2017,6,9,0.6
241,CA-2017-157749,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,31.984,2,11.1944,2017,6,4,2017,6,9,0.2
242,CA-2017-157749,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.225,5,-120.513,2017,6,4,2017,6,9,0.5
243,CA-2017-157749,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044,3,-2.8308,2017,6,4,2017,6,9,0.6
244,CA-2017-157749,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,1.2038,2017,6,4,2017,6,9,0.2
245,CA-2015-131926,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,7,580.5394,2015,6,1,2015,6,6,None
246,CA-2015-131926,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,41.68,2015,6,1,2015,6,6,None
247,CA-2015-131926,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,6,23.94,2015,6,1,2015,6,6,None
248,CA-2015-131926,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,5,496.0725,2015,6,1,2015,6,6,None
249,CA-2015-131926,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,25.92,4,12.4416,2015,6,1,2015,6,6,None
255,US-2016-159982,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132,9,-8.4924,2016,11,28,2016,12,4,0.6
256,US-2016-159982,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,-19.5624,2016,11,28,2016,12,4,0.2
257,US-2016-159982,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",53.92,5,4.044,2016,11,28,2016,12,4,0.2
258,US-2016-159982,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,647.904,6,56.6916,2016,11,28,2016,12,4,0.2
262,US-2018-155299,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Pasadena,Texas,77506,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,2,-4.466,2018,6,8,2018,6,12,0.8
263,US-2015-106992,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,3,-509.997,2015,9,19,2015,9,21,0.4
264,US-2015-106992,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,7,-251.9958,2015,9,19,2015,9,21,0.4
265,CA-2017-125318,Standard Class,RC-19825,Roy Collins,Consumer,United States,Chicago,Illinois,60610,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.224,4,28.7196,2017,6,6,2017,6,13,0.2
281,US-2016-161991,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,2.08,5,-3.432,2016,9,26,2016,9,28,0.8
282,US-2016-161991,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4,7,376.11,2016,9,26,2016,9,28,0.2
304,US-2018-152380,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Chicago,Illinois,60623,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,219.075,3,-131.445,2018,11,19,2018,11,23,0.5
306,CA-2015-130960,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.84,3,2.8536,2015,12,30,2016,1,4,None
345,US-2016-120712,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,4,-2.22,2016,12,20,2016,12,24,0.2
371,CA-2018-104745,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,25.92,5,9.396,2018,5,29,2018,6,4,0.2
372,CA-2018-104745,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,3,4.6746,2018,5,29,2018,6,4,0.2
377,US-2017-134656,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Quincy,Illinois,62301,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,99.136,4,30.98,2017,9,28,2017,10,1,0.2
379,CA-2016-130792,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,8.652,3,-20.3322,2016,4,28,2016,5,5,0.8
380,CA-2016-130792,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.832,3,2.6811,2016,4,28,2016,5,5,0.2
381,CA-2016-130792,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,4,-18.8728,2016,4,28,2016,5,5,0.8
384,CA-2016-125395,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,8.799,2016,6,26,2016,6,29,None
394,US-2015-134971,Second Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462,3,-20.5623,2015,6,7,2015,6,10,0.8
398,CA-2016-122259,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,4,21.036,2016,10,31,2016,11,4,None
399,CA-2017-108987,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35.952,3,3.5952,2017,9,8,2017,9,10,0.2
400,CA-2017-108987,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,-317.1528,2017,9,8,2017,9,10,0.32
401,CA-2017-108987,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.136,4,-32.784,2017,9,8,2017,9,10,0.2
