Sales,Quantity,Profit,Discount,Region,State,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Product ID,Category,Sub-Category,Product Name
348.208,7,30.4682,0.2,South,North Carolina,1096,CA-2018-160423,1/21/2018 0:00,1/26/2018 0:00,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Charlotte,28205,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black"
35.784,7,-28.6272,0.7,South,North Carolina,1097,CA-2018-160423,1/21/2018 0:00,1/26/2018 0:00,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Charlotte,28205,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers
21.744,1,7.3386,0.2,South,North Carolina,1183,CA-2018-138779,1/14/2018 0:00,1/15/2018 0:00,First Class,RB-19570,Rob Beeghly,Consumer,United States,Jacksonville,28540,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White"
7.92,5,0.693,0.2,South,North Carolina,1184,CA-2018-138779,1/14/2018 0:00,1/15/2018 0:00,First Class,RB-19570,Rob Beeghly,Consumer,United States,Jacksonville,28540,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4
271.96,5,16.9975,0.2,South,North Carolina,1206,CA-2018-133235,8/1/2018 0:00,8/4/2018 0:00,First Class,LH-16750,Larry Hughes,Consumer,United States,Charlotte,28205,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27
48.69,9,23.8581,0,South,Mississippi,1245,CA-2018-133641,5/14/2018 0:00,5/21/2018 0:00,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,Gulfport,39503,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes
863.88,3,107.985,0.2,South,Florida,1261,CA-2018-117079,10/23/2018 0:00,10/27/2018 0:00,Standard Class,JR-15700,Jocasta Rupert,Consumer,United States,Jacksonville,32216,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit
12.48,2,5.616,0,South,Alabama,1270,CA-2018-100426,6/4/2018 0:00,6/8/2018 0:00,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Florence,35630,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾"" x 11"""
15.12,3,4.914,0.2,South,Florida,1282,CA-2018-122154,4/9/2018 0:00,4/11/2018 0:00,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,32216,OFF-LA-10000121,Office Supplies,Labels,Avery 48
17.43,1,-13.363,0.7,South,Florida,1283,CA-2018-122154,4/9/2018 0:00,4/11/2018 0:00,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,32216,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders
251.64,3,88.074,0.2,South,Florida,1284,CA-2018-122154,4/9/2018 0:00,4/11/2018 0:00,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,32216,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915
23.99,1,5.5177,0,South,Georgia,1304,US-2018-126179,7/3/2018 0:00,7/7/2018 0:00,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,31907,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black"
287.97,3,77.7519,0,South,Georgia,1305,US-2018-126179,7/3/2018 0:00,7/7/2018 0:00,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,31907,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED
72.8,5,19.656,0,South,Kentucky,1323,CA-2018-121804,3/3/2018 0:00,3/8/2018 0:00,Standard Class,LP-17095,Liz Preis,Consumer,United States,Murray,42071,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor
10.816,4,3.5152,0.2,South,North Carolina,1324,CA-2018-162635,10/9/2018 0:00,10/10/2018 0:00,First Class,EB-14170,Evan Bailliet,Consumer,United States,Wilmington,28403,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book
695.7,2,-27.828,0.5,South,North Carolina,1341,CA-2018-113481,1/2/2018 0:00,1/4/2018 0:00,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,28540,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone
15.66,5,-12.528,0.7,South,North Carolina,1342,CA-2018-113481,1/2/2018 0:00,1/4/2018 0:00,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,28540,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"
28.854,6,-21.1596,0.7,South,North Carolina,1343,CA-2018-113481,1/2/2018 0:00,1/4/2018 0:00,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,28540,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems
9.552,3,1.5522,0.2,South,North Carolina,1394,CA-2018-124828,7/3/2018 0:00,7/4/2018 0:00,First Class,YS-21880,Yana Sorensen,Corporate,United States,Burlington,27217,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford
13.76,2,6.3296,0,South,Kentucky,1443,CA-2018-117695,8/5/2018 0:00,8/8/2018 0:00,First Class,PW-19030,Pauline Webber,Corporate,United States,Richmond,40475,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16"" x 11"""
91.2,3,41.952,0,South,Georgia,1456,CA-2018-148474,6/12/2018 0:00,6/19/2018 0:00,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,31907,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs
452.94,3,67.941,0,South,Georgia,1457,CA-2018-148474,6/12/2018 0:00,6/19/2018 0:00,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,31907,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables"
9.728,2,1.7024,0.2,South,Tennessee,1483,CA-2018-101210,8/25/2018 0:00,8/28/2018 0:00,Second Class,DW-13540,Don Weiss,Consumer,United States,Jackson,38301,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters
3.424,1,1.07,0.2,South,Tennessee,1484,CA-2018-101210,8/25/2018 0:00,8/28/2018 0:00,Second Class,DW-13540,Don Weiss,Consumer,United States,Jackson,38301,OFF-PA-10000130,Office Supplies,Paper,Xerox 199
124.75,5,57.385,0,South,Kentucky,1554,CA-2018-158386,10/16/2018 0:00,10/21/2018 0:00,Standard Class,BO-11425,Bobby Odegard,Consumer,United States,Richmond,40475,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders
12.84,3,3.7236,0,South,Georgia,1570,CA-2018-165029,11/26/2018 0:00,11/30/2018 0:00,Standard Class,AH-10075,Adam Hart,Corporate,United States,Atlanta,30318,OFF-AR-10003504,Office Supplies,Art,Newell 347
34.848,2,6.534,0.2,South,North Carolina,1735,CA-2018-101483,7/29/2018 0:00,8/1/2018 0:00,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,28540,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier
22,5,1.375,0.2,South,North Carolina,1736,CA-2018-101483,7/29/2018 0:00,8/1/2018 0:00,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,28540,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset
4.368,3,0.3822,0.2,South,North Carolina,1737,CA-2018-101483,7/29/2018 0:00,8/1/2018 0:00,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,28540,OFF-AR-10002833,Office Supplies,Art,Newell 322
1245.86,7,361.2994,0,South,Georgia,1837,CA-2018-122693,2/19/2018 0:00,2/21/2018 0:00,Second Class,NH-18610,Nicole Hansen,Corporate,United States,Roswell,30076,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center
68.742,9,-48.1194,0.7,South,Florida,1880,US-2018-166611,3/28/2018 0:00,4/2/2018 0:00,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Jacksonville,32216,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders
7.824,1,2.934,0.2,South,Florida,1893,CA-2018-145310,12/22/2018 0:00,12/24/2018 0:00,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,Port Orange,32127,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope
34.65,3,10.395,0,South,Virginia,1895,US-2018-108063,12/2/2018 0:00,12/5/2018 0:00,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Charlottesville,22901,OFF-AR-10001446,Office Supplies,Art,Newell 309
4.608,2,1.6704,0.2,South,Florida,1915,CA-2018-124597,4/30/2018 0:00,5/5/2018 0:00,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,33437,OFF-LA-10003190,Office Supplies,Labels,Avery 474
15.528,3,4.8525,0.2,South,Florida,1916,CA-2018-124597,4/30/2018 0:00,5/5/2018 0:00,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,33437,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors
11.952,3,3.8844,0.2,South,Florida,1917,CA-2018-124597,4/30/2018 0:00,5/5/2018 0:00,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,33437,OFF-LA-10001569,Office Supplies,Labels,Avery 499
145.74,3,23.3184,0,South,Louisiana,1933,CA-2018-161200,8/6/2018 0:00,8/10/2018 0:00,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,70506,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases
15.4,5,7.392,0,South,Louisiana,1934,CA-2018-161200,8/6/2018 0:00,8/10/2018 0:00,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,70506,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs
95.94,3,9.594,0,South,Kentucky,2003,CA-2018-163510,12/25/2018 0:00,12/28/2018 0:00,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,40214,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
304.45,5,76.1125,0,South,Kentucky,2004,CA-2018-163510,12/25/2018 0:00,12/28/2018 0:00,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,40214,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray"
2.808,3,-1.9656,0.7,South,Florida,2121,US-2018-168690,1/7/2018 0:00,1/13/2018 0:00,Standard Class,TS-21085,Thais Sissman,Consumer,United States,Ormond Beach,32174,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets
17.856,4,2.0088,0.2,South,Florida,2159,CA-2018-148166,10/21/2018 0:00,10/26/2018 0:00,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Deltona,32725,OFF-AR-10004956,Office Supplies,Art,Newell 33
359.97,3,79.1934,0,South,Virginia,2263,CA-2018-122994,2/6/2018 0:00,2/9/2018 0:00,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,22204,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish"
7.968,2,2.6892,0.2,South,North Carolina,2267,CA-2018-149146,10/12/2018 0:00,10/12/2018 0:00,Same Day,SM-20320,Sean Miller,Home Office,United States,Monroe,28110,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989
47.96,5,4.1965,0.2,South,Florida,2271,CA-2018-164917,12/2/2018 0:00,12/7/2018 0:00,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Miami,33180,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener
35.04,2,12.264,0,South,Virginia,2287,CA-2018-165687,11/17/2018 0:00,11/23/2018 0:00,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Salem,24153,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner
723.92,4,188.2192,0,South,Georgia,2304,CA-2018-157931,9/17/2018 0:00,9/22/2018 0:00,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,30076,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair
106.32,3,49.9704,0,South,Georgia,2305,CA-2018-157931,9/17/2018 0:00,9/22/2018 0:00,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,30076,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper
5.67,3,0.1134,0,South,Georgia,2376,CA-2018-119669,1/24/2018 0:00,1/30/2018 0:00,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Smyrna,30080,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere
628.81,7,12.5762,0,South,South Carolina,2400,CA-2018-147361,9/9/2018 0:00,9/15/2018 0:00,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,29501,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving
56.45,5,14.677,0,South,South Carolina,2401,CA-2018-147361,9/9/2018 0:00,9/15/2018 0:00,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,29501,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders
7.904,2,2.1736,0.2,South,Florida,2440,CA-2018-139948,7/17/2018 0:00,7/22/2018 0:00,Standard Class,SW-20455,Shaun Weien,Consumer,United States,Tampa,33614,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
9.11,1,4.0995,0,South,Virginia,2467,CA-2018-128755,5/4/2018 0:00,5/8/2018 0:00,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,23602,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7"""
571.44,4,165.7176,0,South,Virginia,2468,CA-2018-128755,5/4/2018 0:00,5/8/2018 0:00,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,23602,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart
32.4,5,15.552,0,South,Virginia,2469,CA-2018-128755,5/4/2018 0:00,5/8/2018 0:00,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,23602,OFF-PA-10004983,Office Supplies,Paper,Xerox 23
16.91,1,4.5657,0,South,Virginia,2470,CA-2018-128755,5/4/2018 0:00,5/8/2018 0:00,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,23602,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
37.608,3,12.6927,0.2,South,Florida,2500,US-2018-133781,6/22/2018 0:00,6/23/2018 0:00,First Class,DC-12850,Dan Campbell,Consumer,United States,Miami,33178,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2"
45.66,5,-33.484,0.7,South,Florida,2513,CA-2018-155089,12/2/2018 0:00,12/6/2018 0:00,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Tampa,33614,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black"
821.88,6,213.6888,0,South,Kentucky,2552,CA-2018-101042,11/19/2018 0:00,11/23/2018 0:00,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,42420,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
21.96,2,10.7604,0,South,Kentucky,2553,CA-2018-101042,11/19/2018 0:00,11/23/2018 0:00,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,42420,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers
71,4,27.69,0,South,Kentucky,2566,CA-2018-109589,12/21/2018 0:00,12/24/2018 0:00,First Class,BD-11635,Brian Derr,Consumer,United States,Bowling Green,42104,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB
79.1,2,39.55,0,South,South Carolina,2593,CA-2018-128300,11/24/2018 0:00,11/26/2018 0:00,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,29483,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset
327.84,8,157.3632,0,South,South Carolina,2594,CA-2018-128300,11/24/2018 0:00,11/26/2018 0:00,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,29483,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
8.76,5,0.7665,0.2,South,North Carolina,2676,CA-2018-132185,11/27/2018 0:00,12/2/2018 0:00,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,28806,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener
